position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Atlético de Madrid,38,28,6,4,77:26,51,90,https://www.transfermarkt.com.br/atletico-madrid/spielplan/verein/13/saison_id/2013
2,FC Barcelona,38,27,6,5,100:33,67,87,https://www.transfermarkt.com.br/fc-barcelona/spielplan/verein/131/saison_id/2013
3,Real Madrid CF,38,27,6,5,104:38,66,87,https://www.transfermarkt.com.br/real-madrid/spielplan/verein/418/saison_id/2013
4,Athletic Bilbao,38,20,10,8,66:39,27,70,https://www.transfermarkt.com.br/athletic-bilbao/spielplan/verein/621/saison_id/2013
5,Sevilla FC,38,18,9,11,69:52,17,63,https://www.transfermarkt.com.br/fc-sevilla/spielplan/verein/368/saison_id/2013
6,FC Villarreal,38,17,8,13,60:44,16,59,https://www.transfermarkt.com.br/fc-villarreal/spielplan/verein/1050/saison_id/2013
7,Real Sociedad,38,16,11,11,62:55,7,59,https://www.transfermarkt.com.br/real-sociedad-san-sebastian/spielplan/verein/681/saison_id/2013
8,Valencia CF,38,13,10,15,51:53,-2,49,https://www.transfermarkt.com.br/fc-valencia/spielplan/verein/1049/saison_id/2013
9,Celta de Vigo,38,14,7,17,49:54,-5,49,https://www.transfermarkt.com.br/celta-vigo/spielplan/verein/940/saison_id/2013
10,Levante UD,38,12,12,14,35:43,-8,48,https://www.transfermarkt.com.br/ud-levante/spielplan/verein/3368/saison_id/2013
11,Málaga CF,38,12,9,17,39:46,-7,45,https://www.transfermarkt.com.br/fc-malaga/spielplan/verein/1084/saison_id/2013
12,Rayo Vallecano,38,13,4,21,46:80,-34,43,https://www.transfermarkt.com.br/rayo-vallecano/spielplan/verein/367/saison_id/2013
13,Getafe CF,38,11,9,18,35:54,-19,42,https://www.transfermarkt.com.br/fc-getafe/spielplan/verein/3709/saison_id/2013
14,RCD Espanyol,38,11,9,18,41:51,-10,42,https://www.transfermarkt.com.br/espanyol-barcelona/spielplan/verein/714/saison_id/2013
15,Granada CF,38,12,5,21,32:56,-24,41,https://www.transfermarkt.com.br/fc-granada/spielplan/verein/16795/saison_id/2013
16,Elche CF,38,9,13,16,30:50,-20,40,https://www.transfermarkt.com.br/fc-elche/spielplan/verein/1531/saison_id/2013
17,UD Almería,38,11,7,20,43:71,-28,40,https://www.transfermarkt.com.br/ud-almeria/spielplan/verein/3302/saison_id/2013
18,CA Osasuna,38,10,9,19,32:62,-30,39,https://www.transfermarkt.com.br/ca-osasuna/spielplan/verein/331/saison_id/2013
19,Real Valladolid CF,38,7,15,16,38:60,-22,36,https://www.transfermarkt.com.br/real-valladolid/spielplan/verein/366/saison_id/2013
20,Real Betis Balompié,38,6,7,25,36:78,-42,25,https://www.transfermarkt.com.br/real-betis-sevilla/spielplan/verein/150/saison_id/2013
